militarId,senha
6240583064,59994717
1185655936,53567856
2267192214,79337874
9834797473,22477638
7524486434,47962574
6413097192,59287550
4440318162,19072682
4117969182,73891400
4331421710,23284129
3419976122,24741150
7801076914,66686529
1232697265,31272485
1441343630,34654905
5642453471,14258623
1999021250,59113552
3739274236,34469424
4633807198,69457550
5152220635,53284186
2707095009,18120657
5752804416,63799592
8776378062,16922080
7122161514,26714573
4835824462,87726965
9091622582,89064995
6044208303,84120954
3690561749,33559377
4144619708,87920150
2209410718,39971512
9565674631,68260473
2621408671,42939789
2059727621,25730660
3837347355,77465239
4838311529,57780650
3777821078,80918953
1390040397,96613085
5420361419,69530922
3868267506,32270019
7028191789,63986329
3237738047,50314386
3684941385,43104366
5022084921,59710841
3650041698,99695586
3969745365,68605059
4424090442,79239081
9519929563,46951141
3813309606,97567105
1479251950,48400257
7760892162,80797846
7018705397,50125061
6796329903,88240131
8826270703,82861686
6403774210,51341336
2749772193,49594129
7168721644,40674110
1905850979,94750400
4430279107,97078793
8000624645,19646610
6269898073,82047319
7592704703,18497161
9067772809,37877728
6909625322,14398860
1639628403,81872272
8687841387,23736122
8020893666,76143590
1275155191,78939151
2747535250,77841862
4878464583,46762018
9979829261,36748972
1439046148,41352464
9104052329,31771350
7097653974,66521899
1361706693,29835827
1534680264,94804615
9982170070,95032234
6790472146,94962273
5391278129,30905199
8926141348,26810008
8298883713,74920748
7470746333,30709711
2857859589,72859824
9205922053,79318674
4762615352,70232638
1776427387,17804732
9712655097,29525258
6189606224,93210919
7624787544,52699013
6033873905,54842833
5005614185,35013715
4385433705,40835535
8445103963,60228960
9940342539,73777959
7623401680,43523447
2729736116,36443267
5304943379,87377386
1602282075,96546747
3687413776,50355167
7664731534,42457364
7419095542,87774860
6617157370,39853831
3128792113,45982389
2958707166,92320443
6537399203,23336789
4673691961,79281040
3366791886,76904673
4530028122,47989991
2679837710,86946831
1950350818,33244459
4517156929,31964300
5459407153,10714249
4876744835,10051613
6755062451,76374271
7267288382,66433037
7491103635,46192200
1444120531,18195987
9168618861,91451681
8459155607,40659009
2812246974,37952981
1459978025,93312248
8555430245,81925911
6183351424,90658701
5232128141,54215468
6021675860,39893671
7926687080,42429204
9024532071,53958026
5604140360,73806740
5938166358,80294585
1595032550,56154362
6602082624,95438436
7428108888,96976232
5468465104,82875491
3218280971,50664145
3204295086,87581199
4715984939,56781537
6835242444,84932527
3208312191,45124639
3052522786,45657213
4862378262,27462633
6644940738,49789326
6493828409,14116424
8595626210,10429208
7638570693,47620484
4098922323,92807477
4293898934,38281743
6926144000,42493866
7542789092,80528611
7412423455,87059100
8687418433,34152992
9627975985,21336451
8874525056,25639220
4276321553,34016262
2808433627,26349058
6084091946,34399217
8876562005,72186769
1743347316,32560400
3844649468,41657311
6477738347,26532392
9810074883,54353977
4461908966,98441764
1725059536,42603637
4083762479,17393205
3449328895,51921063
4929407390,66218704
6912592283,35142465
9629588905,13780174
7142158956,37572559
8991951100,62015621
3193285040,25913204
9205463117,47174702
6475169049,43384438
1990106406,59497955
7686531432,54325233
8048059643,14440376
8889775762,88856105
7221900257,97787743
8725884846,13489100
2088425073,51746620
9964924136,85409528
7049893929,96066574
8515987280,49927615
8427415838,14762764
6321248499,77612287
4103467451,56110604
7233346450,15215232
4148432372,63146045
3519578794,61286092
2312630899,69670494
9794173217,33170441
8076229760,79160352
5549399696,18432038
1137546355,92363295
7628614475,39599255
9572865739,16925756
9683420941,33332447
8519208337,56585987
9496253943,18366238
7202145779,80665342
3185848321,66460065
5926256962,13385628
1128267170,95131724
5825528866,42968439
9366987213,28575440
5094308602,82067656
4820703123,70824312
7039208599,54170941
1844824982,90155850
1162983769,21514662
3534281895,22282696
9173217522,98780359
3137457394,79530207
1088027847,34003877
8412470844,27088213
8610381509,94730420
1058533850,97750495
6357364555,56366474
8207191913,29089865
2974653186,15275558
6035657701,87993662
4658958526,39003881
6176970255,85438441
9545932727,79530294
9161628186,77694754
1233855753,18904275
7509652603,52703192
7441433782,35181173
9097459381,55872636
7121808531,84509952
1298862211,40594407
9207293463,73373515
1798793138,81818728
3763085978,73875077
7736219868,67700331
2713365888,25071269
7152766866,62692751
1792199502,60429906
6045958663,63440370
5636524515,75578306
5281919234,29049806
7107319588,31306435
9645015550,17861626
6401812007,84572895
1586841055,30361055
3625776678,61177699
4356143245,82535918
5816724375,59649632
7561412204,65387983
2836556914,20621786
3919385661,20730508
7876028634,50849186
7854702561,25424949
7117420437,90703674
5336420539,91803907
9957350808,51365138
1292905726,37338295
3149412713,18409169
9690717910,94731500
5826849436,44778344
5214333969,72547733
5732693078,37299876
8005458820,77706302
4553191858,44798887
6358111670,42001471
9242233509,32029350
1319846591,24495962
7381318315,80442650
9096700712,62704186
5178494053,67373026
7708130817,89307841
7782759260,25469025
5411920434,96130608
9351552875,97712599
1863108080,93991073
9048653210,58980679
6588326112,31948482
3979469089,71808514
9590335937,95482651
4875629846,38540637
3967655063,95803140
9501104913,50910978
4652373682,68861581
6267333375,21552339
7971201397,14567665
4983800131,88335250
1974650197,81800529
6275021836,90497964
4208501459,28397826
7142831380,30094036
8327219977,60106051
7925237221,34362958
7173603995,91432750
9380748755,95864949
5212427018,72730621
8017828438,67181357
8178320794,30578854
9774680037,20509273
8044160768,44618603
4296376089,43661154
1533312444,84494271
2564746913,99086157
9001666408,95565523
2027739208,88471225
2533250134,36036157
9289676855,80948798
1087154529,40468546
3640362267,98294787
1973768777,16643021
4564974161,60364028
3343324859,45114650
8098460217,26167605
6244071471,95746621
7208921154,24237164
7258904967,66189876
5202956560,21252970
5395436105,76533943
1755413583,11517363
2997837981,70651407
5087470675,91877500
9541485483,66044655
4820707577,76846947
2731101238,18692527
8965024912,26402657
7760264069,98897645
9279911080,32734570
2629521566,92628672
1613504165,59335912
7553028482,46557476
4320902580,82583387
7867446182,14625743
1157086115,13533337
5607155201,10635520
6542117811,54111645
1626555251,14758208
5915024217,10893286
2209644658,42199802
3945144784,37039530
4089115573,67733791
2757496814,64536908
7062980481,26189592
5264182543,17113722
6663680622,86426409
9543086046,79303061
2357597277,54761021
9128689608,89656314
2758667786,96363098
9271537195,98236909
8354892583,10588136
9307131918,34081201
4884949951,15764185
6888221174,68671690
8801583828,68548425
2507299615,71866605
7005510722,26353669
8305854593,55379430
7191521229,41155754
9169434505,41958172
4899715849,96113823
2372115871,76889243
9399379467,53615458
5251885949,43225901
6296541134,48603937
7942992310,36665610
3703788486,73069621
8491454739,27510298
4562046324,82151651
2503183800,95294411
3370994201,81831015
5109045590,78598837
1773147934,75629146
8424531935,56979709
8745344651,17762012
5832792857,29938226
2386484053,18853332
7173387144,73664397
1785749548,36377328
8618606494,64998371
9631495849,77897587
8150392709,48175092
8812591511,76781317
3131028582,75616649
6741987708,19347578
5211253105,59986198
8699850282,24872228
2454362731,30878366
2664280843,17534153
5965036443,70810427
8087951800,28369461
8176450448,73741635
6039532090,92096219
9523019879,23845882
2424147316,88925246
8012906979,10421266
8021731861,37319464
7810049534,46013924
8070852303,83724567
7623866022,97487908
9570381271,62771069
1444594062,95307786
2507231374,57091435
7267052095,56637898
8746563574,25506042
5457523376,81522766
7627495340,81329530
9062169757,55455738
8572005920,54611599
7229240754,37169416
3128640525,16981917
8074543235,86908480
1529694578,90142952
9004211021,16046236
9040323263,50208612
1422044442,49824790
2901482246,76431226
1779057672,27337174
8088262898,34280071
9287168420,89709355
4468880272,11887709
8694759568,74337890
3810377185,11877991
2524461541,63173226
6969887839,79704951
8628534387,51295098
2756038378,44034422
6578485103,87301407
2174615409,26599321
5244293295,19094999
1229496340,31388729
7489257555,56247169
4907250719,48677762
9484493051,16084912
8736199151,54026237
1306824574,52263790
2240078505,72439905
3087105628,55196250
4173981130,29782418
9250832253,20399871
3360056205,99148745
9988997774,98868221
2244456307,47654278
7517088009,51375987
1573010333,35071109
6626661348,77929006
5352062484,66230844
3047378478,68172157
5195763404,68111828
4019511273,85212887
5947550529,48271457
9483847304,12659815
1085810852,88521555
8349333684,27744523
9117626905,40591195
4753156457,24571712
4170305191,77323980
9527772307,20898566
6191631319,42109617
6993231074,74061878
4311197845,41704428
4289678317,12527708
1414574520,69981921
9179138687,49724893
1955126655,80118032
6186158372,55891685
2493348974,87937238
9427857215,23824474
5016587023,36723198
8509333700,85694771
1124788285,77482973
3108859159,15490258
4867068639,76024995
1763897393,59174710
5125936620,51458635
8393965305,79238156
9056062937,70936275
2791573622,70072568
5269680998,33336388
2510671514,86940075
2723266439,70143300
1064254126,28763292
5092928912,29754057
7380437100,36253701
9394262722,40114300
6909593246,55444458
6927130196,22297370
1979214280,55763551
2282978695,24765040
2855934828,62485455
8796705132,91251073
9907395668,73512755
3465891229,72711726
7680825636,17126027
8592189302,43144614
4844144145,37258086
6554023889,61987188
3528604931,98471685
4753265929,14252376
8716071172,25285012
6994911549,81138519
3829941123,34017957
4199929284,40458038
5642507623,52985893
3867566061,35214651
8825160879,89146583
1627857458,66657835
8654228597,83876028
9986706555,49536982
8569658830,92653378
7031056680,50074721
6848357635,52511502
2833174174,85232031
9799930656,44641477
9964750193,92072020
4419263306,38427687
5802723139,16440500
7084371094,95756244
6132541340,36541526
6995084517,92249968
3136280433,80526397
8259785318,73013946
9613838618,53848886
8255318409,30289787
1793498679,69956703
1995718987,35989486
5564093663,43672832
9642666512,93335559
4167161409,43512034
6120420908,43245976
2490212809,90362965
4740527346,90070771
4440725499,13288336
8805840952,66009743
2220795171,96452524
3060079249,59684465
7879140028,46254047
7677062969,53971882
8245058233,87885878
4459565030,25522994
3949563752,52248826
8094271894,76651646
1686304331,97919019
7449770032,20381343
1568458348,71301877
4714610520,96813359
2676013367,95566973
7128772547,12206708
9156903038,53033279
5402103297,44809381
7954280714,15894686
7588354888,57775811
8876398856,44111432
1651953913,94736578
1542680314,55754380
7353221025,16769912
4003596696,95752178
2938588192,54972932
2057617548,86449285
6342922274,43525880
9215858014,96789384
9746040933,60926858
9703516998,41149134
5229294049,69808100
3189308215,40992837
2052515453,63593372
8780768409,69233791
3614278978,34431408
1241969745,21365346
8429046442,14222498
1624775584,89169070
1496098295,49139969
5802784998,77920396
4189689550,94983258
4320077283,11654420
3522231908,51303583
2083305770,35702160
3545289624,89264841
9160187985,59645908
4699113520,17870154
2710681850,34990384
2898390569,52706999
3495946552,68122229
9927527040,94659533
3894209219,39320841
3992790035,17266436
4050873676,21237553
8750219865,53521141
4580588158,10899236
1921159073,96309590
8260241511,29311064
4361915717,97369757
3734899563,24978719
6904838530,48377238
7721458097,32035727
4638492752,95756816
3706918118,36898692
2071574595,25917123
3263816373,93378159
6726153211,37650923
8605103356,69924560
3540803718,51194644
7954795830,97669281
3713278651,21026761
6071981052,76984738
4257495256,35785953
9898639265,47203080
2979858646,63859873
8137513568,57953547
9341096885,61312115
2753944770,54553405
2876126647,91564121
4188689680,29587524
3474124464,78219875
4323730357,41514479
9966258618,40023580
4290584518,46711060
2550518336,64137128
9093406555,10166425
8721911322,45613717
1224955459,87856583
9462287997,50138837
6488855764,89679424
4269358141,51987102
6303158023,46619688
9156830938,62364134
3374861715,18008550
1007000079,22507304
7432562678,83229076
2062603255,84542357
7540275199,46168668
9991977221,85670313
1441086729,53088374
2650985829,48988193
4266611368,69964072
1560742710,49927170
3072012374,81642446
3156406974,27810565
6020519031,28865080
5327964800,39468132
6143962863,77754517
3393541411,83000659
1213338136,78436267
8353651520,82268252
8948808787,92898235
5748369288,88443949
6411358749,95635359
5963594467,64099843
6348799680,71562339
8088524493,86502693
4177464842,63307364
4669549452,52470682
3480520142,76782318
4077711252,46831971
3107596876,49907730
8294817158,50277317
4472712229,17328495
5523116155,92815966
4392334224,30643269
9483255044,49562868
5725969259,90314843
6891903818,84171511
4806727627,69092802
9293044317,21140450
4973612192,17476442
6975965407,53592962
5027573490,64666992
6322388404,23273458
3126325426,64447363
6680252290,48686029
7274561143,67381585
3319260419,72587752
3084282827,23378221
9004196582,75991752
6448007180,99274412
1709948440,20226870
3375267691,54913597
2846402438,70718550
7731175111,19118183
4224486742,22026226
6569107945,81867570
6795346834,14379930
8277874650,93061830
4401158282,27719576
9177294739,53190312
9040141034,45159698
2757244131,20609533
3367132939,63537643
3049588749,28114344
3109896757,78248417
1685252520,69356601
3653042685,90244562
4975109317,58331687
3517819325,70953595
7831713724,49571213
2876300352,62918896
6920514829,92999270
2202665718,48543073
5138058080,59505113
7636228194,34471724
4245560163,64958129
7234535994,23859481
4930042506,18788974
1004457654,83955748
7368661411,52895244
7026926835,19445632
7437034401,68785879
6370278834,96499150
2031806725,88749580
4669243273,62192948
4205704307,15481157
1259536493,20845017
8659211023,25817152
2767459661,94769478
6919632365,66093091
1771689686,69186486
1154662341,44849764
7082586179,43247062
1596564390,21813489
1494316539,28632096
9618329458,23318500
5392706402,72726957
9521443926,45508593
5967062806,88833742
7003132122,70951911
1757521798,81470256
2866354887,51920311
3488390166,82741710
3743277658,46942616
2325892094,89538719
3293424591,63786721
6265092121,84240209
3885540220,21098536
9153017628,48607279
6081418084,83599180
5304885535,52826587
5547121991,46369788
7234192468,13359483
1130031082,98134092
9122742184,80933081
8866982978,97121601
5127307350,30345420
6615597728,38135491
5042831094,43669429
2762745169,93381649
5116277809,13286357
7795299111,60303543
1931731730,34848911
4352059713,70857381
4370291000,86688256
1866943249,83999927
3749379977,51057079
4629224309,25122781
4102365013,17961941
9494219860,84018454
9029744415,65350929
5678349104,17230578
5418826429,30624870
4483469922,19943820
3924467248,60667585
7661941606,10916921
6502896449,24495292
9498559488,50080048
5466268356,65407186
1849796715,61838943
4474759254,35639678
5832423419,71100198
3848982106,90459520
5352382402,64928419
7909830621,12734342
7814635446,14688721
7436629545,27496390
6972574591,17135689
1798135152,25242161
6396593368,88603632
6551240720,33583954
1558051683,68222041
6823728925,59878435
2170609040,75192232
2945699997,21408069
4310859204,26682327
8977973393,93703767
3298539996,47525028
3625034141,97679815
6927759775,84393703
2328796498,96471371
8611525853,96091464
1483533982,15995304
2053883270,36035587
1676958480,11640169
9662996711,91360408
5926169122,25414718
9197808275,77690027
5862526155,73426260
1790393607,47268988
6483117212,81462689
2803874511,62145375
8295188287,62903475
3394928752,46939238
7328478970,65404315
4122489188,46796210
8297056856,64010034
4949208169,92732271
3295489062,83812212
2537762613,32838683
8253588475,20400056
1049950458,26177232
8803554479,46349790
6165439919,89599099
2987972068,93657342
6326131767,36808356
5435419985,85107553
1799881429,92471250
7557295787,56495439
3359760446,59598274
9415985820,96849602
5033610541,32504773
4180092517,46841168
2980108986,18109389
9083068010,70672584
8943174692,33143976
8156264476,97695000
4407559559,44943630
2433346862,98232430
5186092986,96751172
8948427461,26202530
8550183163,79839985
8625984270,36280530
5926901549,66528711
4062914240,38273852
5430744651,12840096
9618022625,13583234
8610583071,78797993
2177331429,45253711
5326025556,19454035
1782048300,37801144
1365162057,82126109
3394748219,84984153
2863835545,85804552
7497703347,42025733
3059027391,83667322
8546601265,74398472
1970833772,42890705
7326632349,79680652
6094194324,61303642
6177907873,28365044
2137229626,54826995
6739602460,54721931
2328927003,88973827
8903512428,22413626
7341676926,50916674
7351266964,26382045
2091331420,60911861
1704051127,27799124
5411510206,22883647
8371999224,82387085
6465553278,95135432
3061713749,89061996
9350382320,11150796
3600094363,80164690
5124565642,38318612
3100587727,45214116
4700983721,96053205
4852360829,31105957
9843707800,62071482
2581149919,91755003
6087547291,94914101
6633636981,34745667
3799306659,57494277
3661146414,44627794
9145472903,11675109
8427238266,93748822
2969045581,24072737
1031726836,24901302
3036867937,25092039
5141518904,93694667
3593186636,15289550
5808769471,57394284
9463905366,32653882
1905246235,49151815
9283184011,37270321
7399265759,86149155
8073898496,82518415
3249721970,71628611
5761965796,31801848
8213593917,69963019
1331068525,81282482
8856046809,64499916
6358757268,54580053
9198562062,97654769
2718568691,84721996
4560029632,26849437
5352376607,72829446
6620336412,68764175
4255305808,24899642
5381993241,10100632
6580067235,68786739
2651305481,33189332
8795373086,52397673
1326323850,28821589
7568824495,19347139
8985159537,75920688
7748881135,96913816
7391607297,72389651
4783988160,35477451
7538715329,59477338
5655920412,82722798
9317779593,17338841
8100726039,83964202
6699481470,75107943
6266161664,24815906
5494197324,95946765
3801020358,39578342
2887591300,79890015
5904948564,89706248
6392643283,98388222
8783003136,80255523
6773588400,53428321
5494845193,81465532
6726034558,12280277
6992540080,90027985
5200309945,85230341
3213438762,54703158
3159370032,92407415
2606393002,46139304
2055955790,53654393
7544238371,32429166
4058420778,10402600
7774091303,76063444
9346147730,63734472
6671623801,37661976
7073319787,71116495
8364316791,78474894
6382694256,76315038
5251926815,48768965
3144845929,79239948
8029659741,73949069
8777055503,31503996
5584119724,69464496
1053831377,21676020
4941692151,78799296
3045586379,60460144
8018564002,38784827
5761018544,23524308
9782780103,58529171
3266393022,11792706
2808783998,35992233
6800591284,60005083
6828658160,10888190
7605109718,64868161
5102063461,84597751
3462578632,30542675
9665886471,57147385
4659341783,36542850
1439449442,43202172
2668227121,55066345
4416142376,25538673
7036648327,76129951
5189319113,60344565
8108202279,52537937
7001499927,76605457
8931163113,25664518
9705607442,94982699
7927418960,73969886
6597801613,34977077
1848088504,28854454
2025895855,77780721
6739556982,24599422
5997046434,67025515
9674451951,74836523
4545072882,87450041
5441591112,29278280
5788154735,26965007
6311552710,81842265
4071418815,72504173
4353424275,36875460
9732490143,46365664
1700057195,81783888
3795892472,60553437
9386172816,71528340
5532121760,57094738
5272462247,86795171
7722062154,69153798
4868414058,21027167
9127943721,34553275
2957366696,56977944
3491636350,66813301
9985052255,41623911
3212179927,78645232
2762368716,32160265
8645787812,59447258
8098263179,81565175
8076476834,65771374
1016696127,65404953
2005569922,63602726
9830769979,70284790
8617522610,39166037
6080115670,31109373
9899076559,11935049
3405335356,63262036
9375760094,35531349
7628662547,74539712
1967634421,14883009
8857206863,16396528
6576024382,52630305
8523687603,58830170
1889140268,75512312
6611033095,63272006
5343681900,67712367
7352534014,28338051
4521891959,91421471
3632828805,16045203
6357842246,70796935
7905718875,96945132
6502535069,78860520
5046272434,59314998
9815154586,38976096
2071224402,79683511
5024089607,99385125
2627451862,51261612
2103920346,98067015
7003982429,87955492
7220359130,79966026
7821318691,11846471
1966670072,26463012
4781964406,62954127
5090112171,34728117
1295221671,22187892
8674909678,96210811
9883322888,79966518
5674235833,68888879
7340996700,24107901
7869140089,77409518
6893893792,73431031
4690107259,42672094
1916159776,52021031
3336708764,13754432
4500638885,60084452
3877007334,42322566
7681200492,30410963
6692980369,52868002
7807787062,96911289
5132021259,76942962
7979387886,57845864
5926226855,50292581
3010273788,84355384
5460118088,56139813
6766453607,19822167
4320012185,91172823
6261746884,79980907
6860181481,52524397
2625114408,74004481
3314205443,22942673
2448586390,26941443
2124250907,18976114
8763685944,34335240
1932190329,33107357
4201191866,78183629
9014931449,43856405
9514331118,31771975
6959365610,26117698
1478586111,82834118
8306007526,25629872
2844803311,57025954
8832317304,54490342
1291090173,10184346
1010931986,80603525
8382678834,50889568
4699291433,32958393
1149358797,24474964
5692844581,97787539
1220574596,83654054
4581780354,12447768
8072653759,17676809
2550385471,65276201
8766907767,81339085
8014436628,23044410
7418503073,88733580
3546375026,48347447
5856252365,21532206
2557082048,21943415
3865698510,34976895
1336645306,96660122
2865966547,55405705
4764403171,42791993
1898302867,21972220
1630050009,52902178
7643237244,43986036
3290226945,81734277
8290188093,68805517
8711601157,57326603
6819986637,87219078
8343253150,12052808
9565536105,96230002
2587143947,88181155
9256864462,74851044
7262093804,29150533
5593388090,57152420
8738642972,70210426
2395624052,10581760
8469004878,21911470
5400163249,43832407
2492783336,97809369
9381550206,54448020
7053173225,59907093
1447567457,97807440
3208095064,97521269
8439738827,17786859
5073262214,44004889
6939271964,32362063
1610858133,69860613
7515229926,57226960
2913254927,59646416
7628745854,84518004
8154936533,10200823
8858255442,22488003
2901898386,83508486
7605506512,34666529
7203299869,18351179
1404903617,18488173
9583777136,47212511
7664666106,49606770
4617694359,98666375
8915644137,67967306
4761119304,29150158
8038835397,22831991
9326183941,62869836
1502342252,20669695
9526776040,74314672
6491806902,43428452
6240733410,87096611
6317942386,24889691
1781133746,15880924
9607170622,56661148
4197217645,72014702
6490695069,76347371
1439760025,13512398
2414963128,93745160
4203708216,58588035
7126952912,95808326
5125998514,77072886
2089227604,69203131
2028634325,33700626
5488744741,63409270
4474040530,64819215
9552127786,66998454
6639363390,33337008
1958310871,17681711
2526752305,84914641
5773167343,94665872
9138029705,92200249
3392844535,93565540
7289328498,13039380
2175533160,81027211
1136027700,95883542
8990178792,16845169
7805266623,89529062
2577799662,37784543
6534600174,91648613
1095859671,90736308
9865866486,39420895
2012473512,20609143
2144074573,82438254
8863188326,71076727
1267020582,93497554
9424899465,46993539
5118126582,96272769
4011498756,50958318
1907888871,68622061
8134127986,37568983
2281605849,40706410
2211350159,39267229
9116384893,77622251
2670541684,31778474
8115953607,99764701
8997476879,76039279
4258610984,41839096
5271987909,97125172
3397863273,18178040
7919481632,80922464
2882964931,88995152
1079334379,39278816
4583705801,85785470
1434258608,39877849
9305189969,10740363
1802401882,50586187
7194381260,89182458
2440587092,31962015
1284349054,56481907
7858603588,21223738
6325902402,18510668
8662192435,88959453
3727193848,72586441
1021380879,91452657
9603394104,15478065
7827157243,74948581
8875842022,75689475
1281429744,26573143
3286845174,20843336
5459123414,96989382
2611403672,24506396
3674333437,45620166
1059673557,52982241
3877994079,70071000
3736958820,96009932
9114015762,59638515
9296141036,47205214
4786881154,24951498
5798315665,77897072
8599577980,84035338
1138353722,54703209
6315348666,24951041
9551169421,75135097
5999418454,34288833
6234191596,72692107
9951993607,69294274
6880943392,19994440
7955895968,15439117
1704123842,98151856
9058530440,14109254
1756970880,44720866
3480387024,64723613
2110898466,46695156
2764705928,24084675
9852813604,19847076
9676929478,32716579
3078370408,32411919
3939706014,89253755
4871052650,16341155
6219160370,32083731
9079842836,63589545
7382807880,91967284
5614519456,87389218
9625413922,43043394
3153388944,31869038
5529077549,54390535
9053970403,77737456
7637008416,58088872
4130675135,33641738
8685782155,42880066
5034963061,61900113
8834548175,49216729
5820612253,52333046
7796023322,42529346
3109562619,37635308
2488956520,35469737
6815625911,21914651
2880391411,71532063
5115901834,63753728
9766952202,82898083
2686936880,19784621
9410002424,67502725
7563634248,79926164
7844358718,84395389
5280646086,55988340
7522634197,81058831
9498301631,16447648
9343979880,56167193
2938077253,99476471
9843346648,51803501
8628360648,85330835
3446492999,64152144
8631405230,64542639
3416083648,22863282
1022151041,66089351
3906942849,15318238
9302823963,55060580
9031008728,61697283
4402655554,19755578
9609845647,42306286
4074368235,16319408
2823726947,65170602
7993294275,93969925
3510227901,61950657
6800468691,10215590
8794538093,72706062
8827683831,42976457
6187978060,75540251
9143699393,91686355
6434946809,36189133
7275286248,66488755
1236991105,71408317
4761848228,21868492
2341027470,97440538
1898191068,56247745
6047579729,31168762
2401479771,64034505
2855597935,48398054
2193697369,55369678
7437520828,87931206
2553679024,78719585
6247325120,57085146
5794230347,77496605
2019887060,12669076
9177860787,85430447
3590827637,44939086
6187231295,93668342
4763670639,81835359
6583358905,92504504
2992199138,56384025
6443715290,77567738
9670928987,43893735
3043575250,10045705
1743928101,61952766
2064219974,19798246
6610905584,22878202
2789641645,63550048
2156520910,12206158
5288266432,39246830
4847267695,11299590
8015428554,21227337
8468102165,77786120
1776017165,34170583
5960718921,61638517
8656152754,38554041
7864566158,82460050
7447136865,98511528
3341953534,72821383
7071371841,22365977
3397606247,65783827
7147739201,66590309
1670951408,95134937
3472442341,85545320
6379259226,89439156
9492690997,84731489
6344262106,47145313
4435421857,56164987
9146468087,59592284
2534138780,43614013
8329095298,54310907
1829474431,29234723
5592900432,76797237
8853783721,19172706
2297659963,59722053
3959164467,16955927
1474443766,85021731
2127417824,72084810
6144019592,90424228
3848327909,28304707
6627483097,45635473
5766133959,31305970
9657365601,57971840
5727482392,14803550
3106128256,50840112
8092520349,31261921
3251613842,94597858
5251621748,86242886
6903377867,93938979
9386365466,37547203
9293534102,19154444
1345440694,48414713
5368014127,20430386
4609733604,65369038
5801072806,18389393
1034440025,83930567
9944598549,63868571
9184507129,94588598
9981370969,78201581
1215567059,67601455
5261875607,88125705
6339543069,18380065
5143941052,88818233
7945709693,10175510
